2018-11-15 04:04:35,"First rule in #Tesla club: don’t you dare using the vehicle in an area outside of sunny, dry California.… https://t.co/UNTLx1Z6u8"
2018-11-15 04:04:24,"RT @vincent13031925: Weather report: 🚨 ALERT🚨 

🌪🌪 🌪 Tesla Model 3 Hurricane in Sweden 🇸🇪 is getting out of control 🌪🌪🌪

$TSLA #Tesla #Swed…"
2018-11-15 04:04:22,"RT @vincent13031925: More and more 🌪Tesla Model 3 European Hurricane 🌪

And now in Switzerland 🇨🇭, also long waiting line in front of Tesla…"
2018-11-15 04:04:17,"RT @vincent13031925: Tesla Model 3 keep showing up in different countries of Europe !!

Now landed to Munich, Germany 🇩🇪 

$TSLA #Tesla #Ge…"
2018-11-15 04:03:58,RT @Model3VINs: #Tesla registered 10 new #Model3 VINs. ~100% estimated to be dual motor. Highest VIN is 181065. https://t.co/ggQPX8qNM1
2018-11-15 04:03:21,RT @vincent13031925: “Some visual impressions from today's #Model3 event at the Tesla Store Zurich (Switzerland) for anyone who couldn't ex…
2018-11-15 04:00:00,"""A $38 million Tesla battery plant in South Australia is on track to be up and running by May."" - via ABC… https://t.co/e11vo3ALVU"
2018-11-15 03:59:59,"Mirroring my phone to my #Tesla screen, I can play a #Yotube video. Learn More: https://t.co/DjWFTCHz0w… https://t.co/bP4ovTj6A5"
2018-11-15 03:58:43,"RT @TheDriven_io: #Tesla, #Nissan and #GM form coalition to lobby to extend #EV incentives

https://t.co/EFIw0U7NgJ https://t.co/PCWNzmOSPH"
2018-11-15 03:57:31,RT @tesla_china: Tesla air filtration is a huge selling point for Chinese consumers with PM2.5 in large cities frequently 100+. $tsla #tesl…
2018-11-15 03:55:19,"RT @AutoBlockX: Driverless #cars are no longer a distant future that we only saw in movies. Instead, automotive giants such as #Tesla and #…"
2018-11-15 03:53:31,"Mirroring my phone to my #Tesla screen, this is the camera app. Learn More: https://t.co/DjWFTCHz0w

#TeslaModel3… https://t.co/DU2MinswtZ"
2018-11-15 03:51:07,"RT @autoserveuk: The Tesla Roadster, due to be released in 2020. According to Tesla, it'll be capable of 0 - 60 in an incredible 1.9 second…"
2018-11-15 03:51:04,@LandsEnd ordering a backpack takes as long as ordering a #tesla
2018-11-15 03:49:12,"RT @evannex_com: Here's why short seller Andrew Left changed his mind on #Tesla and why he's become a believer, view here: https://t.co/o52…"
2018-11-15 03:48:49,RT @TeslaMotorsClub: Tesla Adds ‘Enhanced Anti-theft’ Sensor to Online Store #Tesla https://t.co/E6rbuVZHI7
2018-11-15 03:48:09,RT @tesla_unplugged: Perfect! 😍 #Tesla #Model3 #PerformanceModel3 https://t.co/1RcrBH7X6z
2018-11-15 03:45:52,"RT @28delayslater: Daw. A little ❄️ 

#tesla #model3 https://t.co/FTT6vlloCL"
2018-11-15 03:45:03,"#Tesla, #Nissan and #GM form coalition to lobby to extend #EV incentives

https://t.co/EFIw0U7NgJ https://t.co/PCWNzmOSPH"
2018-11-15 03:44:47,RT @vincent13031925: “Some visual impressions from today's #Model3 event at the Tesla Store Zurich (Switzerland) for anyone who couldn't ex…
2018-11-15 03:43:52,"RT @TeslaMotorsClub: Analysis: Tesla Pickup Truck Battery Size, Range, &amp; 0-60-MPH Time #Tesla https://t.co/vC9eCyrxS7"
2018-11-15 03:43:26,"RT @evannex_com: Amazon taps #Tesla for its stationary battery storage products, read here: https://t.co/kB2cMgNcmB $TSLA #TeslaMotors #Tes…"
2018-11-15 03:41:39,Tesla rolls out a rare after market add-on to prevent theft but does it fall short of common sense expectations? He… https://t.co/iCMTkKpy3N
2018-11-15 03:38:14,"RT @vincent13031925: A Red Tesla Model 3 arrived Shenzhen, China 🇨🇳 yesterday. 

$TSLA #Tesla #Model3 #China #TeslaChina https://t.co/I0YQB…"
2018-11-15 03:35:11,RT @TMTteammoney: $cxxi what a beast! Closes HOD. Several reasons for this deals at $3usd. Finacing at 1.50 and 2.25☺️ plus a tight share s…
2018-11-15 03:30:45,RT @jeremiahjsmith: Currently supercharging my new #Tesla! I've been working very hard for this and seeing things materialize is a blessing…
2018-11-15 03:30:44,"@ElonBachman @elonmusk Thank you EB as always for making @TheJusticeDept aware of the greatest cost from fraud, hum… https://t.co/zrNr7DbFEc"
2018-11-15 03:30:16,Currently supercharging my new #Tesla! I've been working very hard for this and seeing things materialize is a bles… https://t.co/XdkpYFi0W4
2018-11-15 03:28:18,"RT @vincent13031925: In the past 24 hrs, Tesla Model 3 has appeared in many European countries for the first time, causing huge crowds. Beg…"
2018-11-15 03:25:04,"RT @vincent13031925: 🌪🌪🌪 Tesla Model 3 🌪🌪🌪arrived Sweden 🇸🇪 

Reservation holders get to see M3 in person the very first time!! 

$TSLA #Te…"
2018-11-15 03:23:29,#AUSXtour #Tesla I love mangoes!!!! 🥭 https://t.co/kpuhzL7gkr
2018-11-15 03:22:20,I hope the next #Tesla model has a combustion engine for when we don’t feel like helping the environment. The fuck… https://t.co/4XWpPBAaAF
2018-11-15 03:19:39,"This post edge well, huh?)
$btc #bitcoin #btc $ltc #litecoin $eth #ethereum $crypto $bch $bcash $cc $etf #stock… https://t.co/FwBzLWawJ9"
2018-11-15 03:17:35,RT @DonnaldRachel: #audi may unveil #tesla rival in U.S. after CEO arrest. #moto https://t.co/IkNWtSDaZs https://t.co/W60pwSqv1N
2018-11-15 03:16:39,"RT @vincent13031925: 🌪🌪🌪 Tesla Model 3 🌪🌪🌪arrived Sweden 🇸🇪 

Reservation holders get to see M3 in person the very first time!! 

$TSLA #Te…"
2018-11-15 03:16:04,"@2170cell @mydoghasagun @Trumpery45 I got it! Todd Maron, #Tesla general counsel, is a divorce lawyer. He's doing h… https://t.co/FNb8746MmN"
2018-11-15 03:14:38,RT @Abstract_Ocean: Thinking about accessorizing your #Tesla? Read a recent review by The Digital Copy Warehouse. https://t.co/TulQJ3f3lX v…
2018-11-15 03:14:26,RT @TeslaMotorsClub: Tesla Adds ‘Enhanced Anti-theft’ Sensor to Online Store #Tesla https://t.co/E6rbuVZHI7
2018-11-15 03:13:31,"RT @vincent13031925: Now Tesla Model 3 also in Oslo, Norway 🇳🇴 , people are lining up to see their dream car. 

🌪Model 3 Hurricane in Europ…"
2018-11-15 03:13:11,"RT @TeslaMotorsClub: Analysis: Tesla Pickup Truck Battery Size, Range, &amp; 0-60-MPH Time #Tesla https://t.co/vC9eCyrxS7"
2018-11-15 03:12:38,"RT @TeslaMotorsClub: Analysis: Tesla Pickup Truck Battery Size, Range, &amp; 0-60-MPH Time #Tesla https://t.co/vC9eCyrxS7"
2018-11-15 03:11:24,"@elonmusk Neat, but how does it open without the metal prong like the one included w/ #ModelX and S; and why no rem… https://t.co/2aqxxiLIOM"
2018-11-15 03:07:41,RT @Abstract_Ocean: Thinking about accessorizing your #Tesla? Read a recent review by The Digital Copy Warehouse. https://t.co/TulQJ3f3lX v…
2018-11-15 03:07:05,"RT @vincent13031925: A Red Tesla Model 3 arrived Shenzhen, China 🇨🇳 yesterday. 

$TSLA #Tesla #Model3 #China #TeslaChina https://t.co/I0YQB…"
2018-11-15 03:01:40,#Tesla #Model3 Owner Recharges Car By Having It Towed - via ⁦@GizmodoAU⁩ #ElectricVehicles #electriccars  https://t.co/JXoQks596e
2018-11-15 03:00:35,Thinking about accessorizing your #Tesla? Read a recent review by The Digital Copy Warehouse. https://t.co/TulQJ3f3lX via @yotpo
2018-11-15 03:00:23,"Trade wars are particularly thorny, and perilous, for automakers. Complicating things is the blurring of lines betw… https://t.co/4ixHv4ulj8"
2018-11-15 03:00:09,Tesla Model 3 Display Fleet To Arrive In Europe This Week https://t.co/HhZMxZlxnS #Tesla #EMHiveMind
2018-11-15 02:58:26,"RT @vincent13031925: ⚡️It's about time! It's happening! ⚡️

Tesla Model 3 is coming to:

1. Norway
2. France
3. Spain
4. China
5. Japan
6.…"
2018-11-15 02:57:34,#AUSXtour #Tesla @TritiumUSA  Unfortunately the Chademo plug is not operational. The CCS2 plug works but I don’t ha… https://t.co/Mnw1JRmPFf
2018-11-15 02:52:54,MELBOURNE we're back with this ludicrous supercar killer P85D ⚡ Click below to rent and you will never forget it 👇… https://t.co/B4Bw1fByJ7
2018-11-15 02:51:37,"RT @TeslaMotorsClub: Analysis: Tesla Pickup Truck Battery Size, Range, &amp; 0-60-MPH Time #Tesla https://t.co/vC9eCyrxS7"
2018-11-15 02:51:32,"#AUSXtour #Tesla Arrived at Bowen, Queensland after driving 203km (94mi) from Townsville. Moderate 45° headwinds. D… https://t.co/eyecv6jq0a"
2018-11-15 02:51:14,"EV Racing car by Virgin Racing!
#ev #tedx #kyoto #osaka #ev #moto #motogp #motorcycle #robot #fusion360 #mazda… https://t.co/mEnpZO1WtA"
2018-11-15 02:50:16,"RT @evannex_com: Here's why short seller Andrew Left changed his mind on #Tesla and why he's become a believer, view here: https://t.co/o52…"
2018-11-15 02:49:35,"RT @vincent13031925: Looking forward to your Tesla factory tour reports 👏👏👏

They might again impress you Ross with all the recent changes,…"
2018-11-15 02:49:15,"RT @TeslaNY: #Tesla Model 3s sold in Europe will come with a #CCS charging port, with retrofitting to take place across the #Supercharger n…"
2018-11-15 02:44:59,"TESLA, GM, AND NISSAN have formed the EV Drive Coalition.
#EVdrivecoalition #tesla #teslasocial #teslalife… https://t.co/c0J9EEyl71"
2018-11-15 02:44:15,"RT @vincent13031925: A Red Tesla Model 3 arrived Shenzhen, China 🇨🇳 yesterday. 

$TSLA #Tesla #Model3 #China #TeslaChina https://t.co/I0YQB…"
2018-11-15 02:43:37,RT @28delayslater: New FUD is that the #tesla #model3 can’t function in cold weather. So I will keep a log. Here is the struggle to open th…
2018-11-15 02:43:36,"RT @vincent13031925: In the past 24 hrs, Tesla Model 3 has appeared in many European countries for the first time, causing huge crowds. Beg…"
2018-11-15 02:41:37,"@elonmusk so today, I took a ride in one of your esteemed vehicles. I'm in love! I'm a recent college graduate of B… https://t.co/Cd1kPpdcmL"
2018-11-15 02:41:00,"RT @vincent13031925: A Red Tesla Model 3 arrived Shenzhen, China 🇨🇳 yesterday. 

$TSLA #Tesla #Model3 #China #TeslaChina https://t.co/I0YQB…"
2018-11-15 02:39:20,"RT @Nick_stax77: 8 screenings left! Be sure to catch @TinkerMovie @camelot_cinemas in @Greenville_SC. Showtimes are 2:00, 4:00, 6:30 and 9:…"
2018-11-15 02:38:51,"RT @vincent13031925: ⚡️It's about time! It's happening! ⚡️

Tesla Model 3 is coming to:

1. Norway
2. France
3. Spain
4. China
5. Japan
6.…"
2018-11-15 02:38:48,RT @28delayslater: New FUD is that the #tesla #model3 can’t function in cold weather. So I will keep a log. Here is the struggle to open th…
2018-11-15 02:37:43,RT @jorgemilburn: Welcome home. #Model3 #Barcelona #Tesla https://t.co/KotU88a6Rk
2018-11-15 02:32:24,"Barrow Body shop is a Certified Factory Authorized Repair Center for Audi, Dodge,Jaguar,Tesla,Land Rover and Rolls… https://t.co/Vfyg1I000q"
2018-11-15 02:28:41,"#tesla will remain public company, Musk says. #topspeed https://t.co/K7JL0JnhUL https://t.co/uMIoyawP8n"
2018-11-15 02:28:35,Have #Amazon and #Tesla rendered value investing dead? https://t.co/pKvve6W9aA
2018-11-15 02:25:03,"... When analyzing the essential point, it will be necessary to prepare very much.
#mantra #qi #chi #tesla physics #creator"
2018-11-15 02:22:35,Thanks Chris at @Petco for taking good care of Maggie Maye today! 🐕🛁🎀 #groomedforlove #frunkpuppy #trunkpuppy… https://t.co/BZXCIViJ8e
2018-11-15 02:21:55,"RT @vincent13031925: A Red Tesla Model 3 arrived Shenzhen, China 🇨🇳 yesterday. 

$TSLA #Tesla #Model3 #China #TeslaChina https://t.co/I0YQB…"
2018-11-15 02:21:40,"RT @vincent13031925: In the past 24 hrs, Tesla Model 3 has appeared in many European countries for the first time, causing huge crowds. Beg…"
2018-11-15 02:20:02,"... I think that it can not be explained simply by applying Nikola Tesla's theory and others ...
#mantra #qi #chi #tesla physics #creator"
2018-11-15 02:19:07,"RT @vincent13031925: Giving media a tour of Tesla's Gigafactory, more in-depth communication with the media helps to unravel the public's l…"
2018-11-15 02:16:39,"@PedroCoSilva @Tesla That’s their specialty. How #Tesla makes THE SAFEST cars:

Extremely low polar moment of inert… https://t.co/Y0Mg8eYbz7"
2018-11-15 02:15:02,"The effect of 'Mantra' is truly magical! ...
#mantra #qi #chi #tesla physics #creator"
2018-11-15 02:14:45,"RT @vincent13031925: ⚡️It's about time! It's happening! ⚡️

Tesla Model 3 is coming to:

1. Norway
2. France
3. Spain
4. China
5. Japan
6.…"
2018-11-15 02:14:33,Time for some #Tesla Semi’s on the Coquihalla?  https://t.co/wnutmSyI3B @elonmusk
2018-11-15 02:12:40,"A fascinating perspective
$tslaq $tsla #Tesla https://t.co/pKTzvoA7sQ"
2018-11-15 02:10:22,@Pete_Clay @ElectrekCo @FredericLambert @elonmusk So how will a software update help a door handle with no heating element? #tesla $tslaq
2018-11-15 02:09:39,Husband’s car broke down today and will not know what is going on with it until tomorrow. Ugh... Always something n… https://t.co/s819IK5cHZ
2018-11-15 02:08:38,RT @28delayslater: New FUD is that the #tesla #model3 can’t function in cold weather. So I will keep a log. Here is the struggle to open th…
2018-11-15 02:08:17,RT @Model3VINs: #Tesla registered 10 new #Model3 VINs. ~100% estimated to be dual motor. Highest VIN is 181065. https://t.co/ggQPX8qNM1
2018-11-15 02:08:08,"RT @vincent13031925: ⚡️It's about time! It's happening! ⚡️

Tesla Model 3 is coming to:

1. Norway
2. France
3. Spain
4. China
5. Japan
6.…"
2018-11-15 02:07:52,"RT @vincent13031925: Weather report: 🚨 ALERT🚨 

🌪🌪 🌪 Tesla Model 3 Hurricane in Sweden 🇸🇪 is getting out of control 🌪🌪🌪

$TSLA #Tesla #Swed…"
2018-11-15 02:06:39,"RT @vincent13031925: Mid-day Weather report:  

🌪🌪 🌪🌪🌪 🌪🌪🌪 🌪🌪🌪 🌪🌪🌪 

Tesla Model 3 Hurricane now arrived Portugal

🌪🌪 🌪🌪🌪 🌪🌪🌪 🌪🌪🌪 🌪🌪🌪

$TSL…"
2018-11-15 02:06:13,"RT @arotrade: Although #Tesla presented a record third quarter, not everyone seems to be happy about it. Do you think the company's #stock…"
2018-11-15 02:02:47,The #ISS just flew by and there is 1 Starman driving a #Tesla and 3 people in #Space #IOT #SmartHome https://t.co/2lWp6netsz
2018-11-15 02:00:25,"No passive entry supported at this time, but you now have this, the key card and your phone as options. #Tesla… https://t.co/I4WG3tWXJz"
2018-11-15 01:58:52,"RT @vincent13031925: In the past 24 hrs, Tesla Model 3 has appeared in many European countries for the first time, causing huge crowds. Beg…"
2018-11-15 01:57:21,"Analysis: Tesla Pickup Truck Battery Size, Range, &amp; 0-60-MPH Time #Tesla https://t.co/MoqH3lXB14"
2018-11-15 01:55:01,"Editorial: Renewable energy aspiration realities.

The Tesla effect should not be underestimated.… https://t.co/n04o7I9iva"
2018-11-15 01:53:08,Tesla Storage Batteries Approved to Replace 3 California Gas Plants - Oil &amp; Gas 360 https://t.co/AEiGy0CKju #tesla
2018-11-15 01:49:02,"RT @vincent13031925: ⚡️It's about time! It's happening! ⚡️

Tesla Model 3 is coming to:

1. Norway
2. France
3. Spain
4. China
5. Japan
6.…"
2018-11-15 01:48:42,"RT @vincent13031925: In the past 24 hrs, Tesla Model 3 has appeared in many European countries for the first time, causing huge crowds. Beg…"
2018-11-15 01:45:45,"Analysis: Tesla Pickup Truck Battery Size, Range, &amp; 0-60-MPH Time #Tesla https://t.co/vC9eCyrxS7"
2018-11-15 01:42:25,Tesla Adds ‘Enhanced Anti-theft’ Sensor to Online Store #Tesla https://t.co/rjEYpsmNMA
2018-11-15 01:41:30,"RT @AuguryIT: Target’s #Twitter account was hacked and used for a #bitcoin scam https://t.co/lAQBE2OFu2

""This isn’t an isolated event, eit…"
2018-11-15 01:40:41,"RT @vincent13031925: Weather report: 🚨 ALERT🚨 

🌪🌪 🌪 Tesla Model 3 Hurricane in Sweden 🇸🇪 is getting out of control 🌪🌪🌪

$TSLA #Tesla #Swed…"
2018-11-15 01:40:36,"Trump is 'Making America Backward and Stupid Again' #MABASA

#China #EV #ElectricVehicles #ElectricCars #Batteries… https://t.co/WUHEcMrOa8"
2018-11-15 01:39:36,"RT @AuguryIT: Target’s #Twitter account was hacked and used for a #bitcoin scam https://t.co/lAQBE2OFu2

""This isn’t an isolated event, eit…"
2018-11-15 01:37:28,"Some @tiktok_us humor with my @Tesla 

#tesla #teslamodels #tiktok #funny #funnyvideo #ev #electriccars #cars https://t.co/HZ3rsdzj7m"
2018-11-15 01:37:15,Thank you perkinswill_dal for the charger!  #tesla @ Perkins+Will https://t.co/DPa5Hjlm4s
2018-11-15 01:35:00,Tesla Adds ‘Enhanced Anti-theft’ Sensor to Online Store #Tesla https://t.co/E6rbuVZHI7
2018-11-15 01:30:27,"""Never Give Up, Your Light Will Shine"" Here are a few pictures from a recent show with The #classicrock #allstars i… https://t.co/sb10kH3Eeo"
2018-11-15 01:28:17,"RT @scot_work: Hey Charles @CGasparino, have you seen this? Hundreds of brand new #TESLA #Model3 owners are just figuring out their 50-80k…"
2018-11-15 01:26:53,@elonmusk @Tesla can anything be done to fix this or are current Canadian #Model3 owners stuck with trying to find… https://t.co/2SNXrWQQxb
2018-11-15 01:26:39,Antique cars with #Tesla batteries @CNNStyle https://t.co/ga7B83OK7H
2018-11-15 01:26:10,It’s not a cult. Cults are small. #Tesla
2018-11-15 01:25:45,"Somebody’s hedging his bet...
$tslaq $tsla #Tesla
(maybe his SCOOP insider has been Gasparino-whispering again) https://t.co/INChfizBiz"
2018-11-15 01:25:31,@FredericLambert @ElectrekCo Old weather sucks! #tesla #teslaq
2018-11-15 01:24:21,"RT @vincent13031925: In the past 24 hrs, Tesla Model 3 has appeared in many European countries for the first time, causing huge crowds. Beg…"
2018-11-15 01:22:04,"@9thvortex @BenSullins @InsideEVs @Tesla I like that one as well, and I agree, they should push the physics and mak… https://t.co/h3pYWIWvcl"
2018-11-15 01:19:51,"MRT @DanielBurrus How is #Tesla showcasing the future, today? Find out here! #Burrus #BurrusResearch #future https://t.co/5SDYBHUIUH"
2018-11-15 01:19:13,"RT @Nick_stax77: 8 screenings left! Be sure to catch @TinkerMovie @camelot_cinemas in @Greenville_SC. Showtimes are 2:00, 4:00, 6:30 and 9:…"
2018-11-15 01:17:57,Tesla Model 3 is starting to show some important flaws in cold weather - Electrek #tesla #TeslaModel3  https://t.co/ydExfAVijT
2018-11-15 01:17:48,$NIO - 60 Min.  #Bullish #signals respected.  #flag #Breakout #Mode  AS EXPECTED! 🎯🎯🎯🤙😎 +9% Guys! Nice #Profit… https://t.co/63PaMribok
2018-11-15 01:16:29,"RT @CommunityTesla: Retweet Appreciated
Elon on why we should go to the marc
#tesla #teslamodels #teslas #teslamodel3 #teslamodelx #teslaro…"
2018-11-15 01:14:22,"RT @evannex_com: Amazon taps #Tesla for its stationary battery storage products, read here: https://t.co/kB2cMgNcmB $TSLA #TeslaMotors #Tes…"
2018-11-15 01:10:17,First ride in #Tesla on auto. Going to puke now...... https://t.co/btJ5ZvkQFu
2018-11-15 01:08:00,"RT @vincent13031925: A Red Tesla Model 3 arrived Shenzhen, China 🇨🇳 yesterday. 

$TSLA #Tesla #Model3 #China #TeslaChina https://t.co/I0YQB…"
2018-11-15 01:07:54,"Here's why short seller Andrew Left changed his mind on #Tesla and why he's become a believer, view here:… https://t.co/Z36xIqmkUF"
2018-11-15 01:07:36,"RT @ValueAnalyst1: There is only one reason why #Tesla would take this step, and it's that they see no way Supercharger rollout will match…"
2018-11-15 01:02:22,"Tune in #Tesla episode 3, production underway!  I hope the new audio setup makes a noticeable improvement! https://t.co/jc8viwhPnz"
2018-11-15 01:00:53,"Time for door panel heating elements.
#tesla #teslamotors #teslamodelx #teslamodels #teslamodel3 #modelx #models… https://t.co/xuCUUzRq2F"
2018-11-15 01:00:26,"RT @TeslaNY: Oil giant #BP deploys #Tesla #Powerpack project at US wind farm, says could lead to more ⚡️🔋🔋 “As renewables form a bigger par…"
2018-11-15 00:58:19,RT @MFrunker: 107 subscribers on YouTube. Only 893 more to go. I love sharing my #Tesla #TeslaModel3 with others. Help me get closer to 1k.…
2018-11-15 00:52:44,"RT @vincent13031925: In the past 24 hrs, Tesla Model 3 has appeared in many European countries for the first time, causing huge crowds. Beg…"
2018-11-15 00:48:07,...and #Tesla's hostility to the Right to Repair. https://t.co/YWASMNqvnn
2018-11-15 00:46:57,"RT @evankirstel: #Tesla's ""Bioweapon Defense Mode"" is letting some #California Model X owners breathe easy as #wildfires destroy air qualit…"
2018-11-15 00:45:46,"RT @vincent13031925: A Red Tesla Model 3 arrived Shenzhen, China 🇨🇳 yesterday. 

$TSLA #Tesla #Model3 #China #TeslaChina https://t.co/I0YQB…"
2018-11-15 00:44:35,RT @TNR_Gold: .@kirillklip: 1/3: I am very pleased that John Davies @renegadestyle has joined our #TNRGold Team. #Mining #Finance #assets $…
2018-11-15 00:43:02,"RT @Nick_stax77: 8 screenings left! Be sure to catch @TinkerMovie @camelot_cinemas in @Greenville_SC. Showtimes are 2:00, 4:00, 6:30 and 9:…"
2018-11-15 00:42:57,"RT @vincent13031925: Mid-day Weather report:  

🌪🌪 🌪🌪🌪 🌪🌪🌪 🌪🌪🌪 🌪🌪🌪 

Tesla Model 3 Hurricane now arrived Portugal

🌪🌪 🌪🌪🌪 🌪🌪🌪 🌪🌪🌪 🌪🌪🌪

$TSL…"
2018-11-15 00:42:54,"@elonmusk when u cant have filet mignon anymore, u move to McDonalds, isnt it so @elonmusk  #Evolution  #aesthetics… https://t.co/t15CKAtubi"
2018-11-15 00:40:22,"RT @vincent13031925: ⚡️It's about time! It's happening! ⚡️

Tesla Model 3 is coming to:

1. Norway
2. France
3. Spain
4. China
5. Japan
6.…"
2018-11-15 00:39:26,"RT @vincent13031925: In the past 24 hrs, Tesla Model 3 has appeared in many European countries for the first time, causing huge crowds. Beg…"
2018-11-15 00:38:20,"RT @vincent13031925: Looking forward to your Tesla factory tour reports 👏👏👏

They might again impress you Ross with all the recent changes,…"
2018-11-15 00:37:28,"RT @evankirstel: #Tesla's ""Bioweapon Defense Mode"" is letting some #California Model X owners breathe easy as #wildfires destroy air qualit…"
